"venue_name","complex_name"
"Omega Sport - Court 06","Omega Sport Center"
"Omega Sport - Court 07","Omega Sport Center"
"Central Court","Clube de Tenis do Porto"
"Court 2","Clube de Tenis do Porto"
"Court 1","Clube de Tenis do Porto"
"Central Eupago","Clube de Tenis do Porto"
"Campo Central","Clube de Tenis do Porto"
"Campo 2","Clube de Tenis do Porto"
"Campo 3","Clube de Tenis do Porto"
"Mc Donalds","Clube de Tenis do Porto"
"Banco Carregosa","Clube de Tenis do Porto"
"Court 1","Gezira Sporting Club"
"Court 2","Gezira Sporting Club"
"Court 3","Gezira Sporting Club"
"Court 4","Gezira Sporting Club"
"Court 5","Gezira Sporting Club"
"Court 6","Gezira Sporting Club"
"Court 7","Gezira Sporting Club"
"Court 8","Gezira Sporting Club"
"Court 9","Gezira Sporting Club"
"Court 10","Gezira Sporting Club"
"Central","Montreux Tennis Club"
"Court 1","Montreux Tennis Club"
"Cancha Central","Club Campestre Farallones"
"Cancha 1","Club Campestre Farallones"
"Cancha 2","Club Campestre Farallones"
"Center Court","International Tennis Center"
"Court 1","International Tennis Center"
"Court 2","International Tennis Center"
"Indoor 1","International Tennis Center"
"Center Court","King Saud University"
"Centre Court","Beograndska Arena"
"Grandstand","Beograndska Arena"
"COURT CENTRAL","All In Country Club Decines"
"COURT 1","All In Country Club Decines"
"COURT 2","All In Country Club Decines"
"Cancha Central","Las Hadas Golf & Country Club"
"Cancha 1","Las Hadas Golf & Country Club"
"Cancha 2","Las Hadas Golf & Country Club"
"Cancha 3","Las Hadas Golf & Country Club"
"The Tennis Club at Newport Beach - Court 17","The Tennis Club at Newport Beach"
"The Tennis Club at Newport Beach - Court 01","The Tennis Club at Newport Beach"
"The Tennis Club at Newport Beach - Court 12","The Tennis Club at Newport Beach"
"The Tennis Club at Newport Beach - Court 18","The Tennis Club at Newport Beach"
"The Tennis Club at Newport Beach - Court 19","The Tennis Club at Newport Beach"
"Headington Family Tennis Center - Court 2","Headington Family Tennis Center"
"Headington Family Tennis Center - Court 4","Headington Family Tennis Center"
"Headington Family Tennis Center - Court 1","Headington Family Tennis Center"
"Headington Family Tennis Center - Court 3","Headington Family Tennis Center"
"Headington Family Tennis Center - Court 5","Headington Family Tennis Center"
"Headington Family Tennis Center - Court 6","Headington Family Tennis Center"
"Headington Family Tennis Center - Indoor 6","Headington Family Tennis Center"
"Headington Family Tennis Center - Indoor 2","Headington Family Tennis Center"
"Headington Family Tennis Center - Indoor 5","Headington Family Tennis Center"
"Headington Family Tennis Center - Indoor 1","Headington Family Tennis Center"
"Headington Family Tennis Center - Indoor 4","Headington Family Tennis Center"
"Rick Macci Tennis Center - Court 15","Rick Macci Tennis Center"
"Rick Macci Tennis Center - Court 07","Rick Macci Tennis Center"
"Rick Macci Tennis Center - Court 09","Rick Macci Tennis Center"
"Rick Macci Tennis Center - Court 10","Rick Macci Tennis Center"
"Rick Macci Tennis Center - Court 12","Rick Macci Tennis Center"
"Rick Macci Tennis Center - Court 13","Rick Macci Tennis Center"
"David X Marks Tennis Stadium - Court 3","David X Marks Tennis Stadium"
"David X Marks Tennis Stadium - Court 1","David X Marks Tennis Stadium"
"Court 3","TC Blau-Gelb Bonn-Beuel"
"David X. Marks Tennis Stadium - Court 5","David X Marks Tennis Stadium"
"David X. Marks Tennis Stadium - Court 6","David X Marks Tennis Stadium"
"David X. Marks Tennis Stadium - Court 4","David X Marks Tennis Stadium"
"David X. Marks Tennis Stadium - Court 2","David X Marks Tennis Stadium"
"Royal SC Tennis - Court 02","Royal SC Tennis"
"Royal SC Tennis - Court 04","Royal SC Tennis"
"Royal SC Tennis - Court 06","Royal SC Tennis"
"Royal SC Tennis - Court 05","Royal SC Tennis"
"Royal SC Tennis - Court 03","Royal SC Tennis"
"Royal SC Tennis - Court 01","Royal SC Tennis"
"LSU - Court 04","LSU"
"LSU - Court 02","LSU"
"LSU - Court 03","LSU"
"LSU - Court 01","LSU"
"LSU - Court 06","LSU"
"Robson Tennis Center - Court 1","Robson Tennis Center"
"Robson Tennis Center - Court 2","Robson Tennis Center"
"Robson Tennis Center - Court 3","Robson Tennis Center"
"Wake Forest Tennis Center - Indoor - Court 01","Wake Forest Tennis Center"
"Wake Forest Tennis Center - Indoor - Court 02","Wake Forest Tennis Center"
"Wake Forest Tennis Center - Indoor - Court 03","Wake Forest Tennis Center"
"Wake Forest Tennis Center - Indoor - Court 04","Wake Forest Tennis Center"
"Wake Forest Tennis Center - Indoor - Court 05","Wake Forest Tennis Center"
"Wake Forest Tennis Center - Outdoor - Court 01","Wake Forest Tennis Center"
"Wake Forest Tennis Center - Outdoor - Court 02","Wake Forest Tennis Center"
"Wake Forest Tennis Center - Outdoor - Court 04","Wake Forest Tennis Center"
"Wake Forest Tennis Center - Outdoor - Court 03","Wake Forest Tennis Center"
"Wake Forest Tennis Center - Outdoor - Court 06","Wake Forest Tennis Center"
"Wake Forest Tennis Center - Outdoor - Court 05","Wake Forest Tennis Center"
"Palmira Tennis Club - Court 04","Palmira Tennis Club"
"Palmira Tennis Club - Court 02","Palmira Tennis Club"
"Palmira Tennis Club - Court 01","Palmira Tennis Club"
"Court 1","Palmira Tennis Club"
"Court 2","Palmira Tennis Club"
"Court 4","Palmira Tennis Club"
"Tennis Courts of the SW University Neofit Rilski - Court 3","Tennis Courts of the SW University Neofit Rilski"
"Tennis Courts of the SW University Neofit Rilski - Court 1","Tennis Courts of the SW University Neofit Rilski"
"Tennis Courts of the SW University Neofit Rilski - Court 2","Tennis Courts of the SW University Neofit Rilski"
"Penina Hotel & Golf Resort - 2. FREDGIL","Penina Hotel & Golf Resort"
"Clube Tenis Portimao - Court FREDGIL (Indoor)","Penina Hotel & Golf Resort"
"Clube Tenis Portimao - Court Portimão (Indoor)","Penina Hotel & Golf Resort"
"Penina Hotel & Golf Resort - 4. Court Gold Nutrition","Penina Hotel & Golf Resort"
"Penina Hotel and Golf Resort - 3. Court Portimao","Penina Hotel & Golf Resort"
"Penina Hotel and Golf Resort - 1. Court Penina","Penina Hotel & Golf Resort"
"Bloomington - Court 8","Bloomington"
"Bloomington - Court 7","Bloomington"
"Bloomington - Court 6","Bloomington"
"Bloomington - Court 5","Bloomington"
"Atlantis The Palm - Court 3","Atlantis The Palm"
"Atlantis The Palm - Court 2","Atlantis The Palm"
"Atlantis The Palm - Court 1","Atlantis The Palm"
"Atlantis The Palm - Court 4","Atlantis The Palm"
"Center Court","Kallang Tennis Centre"
"Court 1","Kallang Tennis Centre"
"KPI Park - Court 01","KPI Park"
"KPI Park - Court 02","KPI Park"
"KPI Park - Court 03","KPI Park"
"KPI Park - Court 04","KPI Park"
"KPI Park - Court 05","KPI Park"
"KPI Park - Court 06","KPI Park"
"Green Tennis Plaza - Court 01","Green Tennis Plaza"
"Green Tennis Plaza - Court 07","Green Tennis Plaza"
"Green Tennis Plaza - Court 06","Green Tennis Plaza"
"Green Tennis Plaza - Court 05","Green Tennis Plaza"
"Green Tennis Plaza - Court 02","Green Tennis Plaza"
"Green Tennis Plaza - Court 03","Green Tennis Plaza"
"Green Tennis Plaza - Court 04","Green Tennis Plaza"
"Court 01","Georgia Gwinnett"
"Court 02","Georgia Gwinnett"
"Georgia Gwinnett - Court 03","Georgia Gwinnett"
"Georgia Gwinnett - Court 04","Georgia Gwinnett"
"Georgia Gwinnett - Court 06","Georgia Gwinnett"
"Sport Center Visnjik Court 4 (Clay)","Sport Center Visnjik (Clay)"
"Sport Center Visnjik Court 5 (Clay)","Sport Center Visnjik (Clay)"
"Sport Center Visnjik Court 6 (Clay)","Sport Center Visnjik (Clay)"
"Sport Center Visnjik (Clay) - Court 3","Sport Center Visnjik (Clay)"
"Sport Center Visnjik (Clay) - Court 1","Sport Center Visnjik (Clay)"
"Sport Center Visnjik (Clay) - Court 2","Sport Center Visnjik (Clay)"
"Court 1","Spot - Salle Jean Burger"
"Court Central","Spot - Salle Jean Burger"
"Grandstand","Raquet Village"
"Estadio","Raquet Village"
"Cancha 1","Raquet Village"
"Manzanillo - Court 03","Manzanillo"
"Manzanillo - Court 01","Manzanillo"
"Manzanillo - Court 02","Manzanillo"
"Manzanillo - Court 04","Manzanillo"
"Estadio","Club de Golf Tres Marias"
"Cancha 1","Club de Golf Tres Marias"
"Cancha 2","Club de Golf Tres Marias"
"Estadio Tres Marias","Club de Golf Tres Marias"
"Grandstand Pablo Arroyo","Club de Golf Tres Marias"
"Court 1","Sheraton Buganvilias Resort and Convention Center"
"Estadio Akron","Sheraton Buganvilias Resort and Convention Center"
"Cancha 1","Sheraton Buganvilias Resort and Convention Center"
"Sheraton Buganvilias","Sheraton Buganvilias Resort and Convention Center"
"Tennis Club Porto Rose - Centre Court","Tennis Club Porto Rose"
"Tennis Club Porto Rose - Court 1","Tennis Club Porto Rose"
"Tennis Club Porto Rose - Court 2","Tennis Club Porto Rose"
"Cc. Banco De Chile","Complejo Deportivo San Carlos De Apoquindo"
"C2 Shell","Complejo Deportivo San Carlos De Apoquindo"
"C3 Costa","Complejo Deportivo San Carlos De Apoquindo"
"C4 Skechers","Complejo Deportivo San Carlos De Apoquindo"
"Menorca Center Court","Club Tenis Ciutadella"
"San Miguel Court 2","Club Tenis Ciutadella"
"Joma Court 3","Club Tenis Ciutadella"
"Tenis Club Crvena Zvezda - Court 01","Tenis Club Crvena Zvezda"
"Tenis Club Crvena Zvezda - Court 02","Tenis Club Crvena Zvezda"
"Tenis Club Crvena Zvezda - Court 04","Tenis Club Crvena Zvezda"
"Tenis Club Crvena Zvezda - Court 03","Tenis Club Crvena Zvezda"
"Center Court","Villa Reale Tennis Monza"
"Court 2","Villa Reale Tennis Monza"
"Court 1","Villa Reale Tennis Monza"
"Carvoeiro Clube de Tenis - 05. Court FredGil","Carvoeiro Clube de Tenis"
"Carvoeiro Clube de Tenis - 09. Court Lagoa","Carvoeiro Clube de Tenis"
"Carvoeiro Clube de Tenis - 04. Court Carvoeiro","Carvoeiro Clube de Tenis"
"Carvoeiro Clube de Tenis - 08. Court Details","Carvoeiro Clube de Tenis"
"Nick Bollettieri Court","Sarasota Sports Club"
"Court 14","Sarasota Sports Club"
"Court 7","Sarasota Sports Club"
"Court COFINA NEEMBA","Le Central Tennis Club"
"Court CNPS","Le Central Tennis Club"
"Central KAYDAN","Le Central Tennis Club"
"Loughborough University - Court 07","Dan Maskell Tennis Centre"
"Loughborough University - Court 06","Dan Maskell Tennis Centre"
"Loughborough University - Court 08","Dan Maskell Tennis Centre"
"Loughborough University - Court 05","Dan Maskell Tennis Centre"
"Mitchell Tennis Center - Texas AM - Court 01","George P Mitchell 40 Tennis Center"
"Mitchell Tennis Center - Texas AM - Court 02","George P Mitchell 40 Tennis Center"
"Mitchell Tennis Center - Texas AM - Court 03","George P Mitchell 40 Tennis Center"
"Mitchell Tennis Center - Texas AM - Court 04","George P Mitchell 40 Tennis Center"
"Mitchell Tennis Center - Texas AM - Court 05","George P Mitchell 40 Tennis Center"
"Mitchell Tennis Center - Texas AM - Court 06","George P Mitchell 40 Tennis Center"
"National Tennis Center - Outdoor - Court 1","National Tennis Center"
"National Tennis Center - Outdoor - Court 2","National Tennis Center"
"National Tennis Center - Outdoor - Court 3","National Tennis Center"
"National Tennis Center - Outdoor - Court 7","National Tennis Center"
"National Tennis Center - Outdoor - Court 8","National Tennis Center"
"National Tennis Center - Outdoor - Court 9","National Tennis Center"
"National Tennis Center - Outdoor - Court 06","National Tennis Center"
"National Tennis Center - Outdoor - Court 10","National Tennis Center"
"Central","Tcja Saint-Malo"
"Court 1","Tcja Saint-Malo"
"Court 2","Tcja Saint-Malo"
"Court 1","Club Tennis Vic"
"Court 2","Club Tennis Vic"
"Centre Court","Club Tennis Vic"
"Court 3","Club Tennis Vic"
"Tennis Club Favorit - Court 1","Tennis club ""Favourite"""
"Tennis Club Favorit - Court 2","Tennis club ""Favourite"""
"Tennis Club Favorit - Court 3","Tennis club ""Favourite"""
"Tennis Club Favorit - Court 4","Tennis club ""Favourite"""
"Tennis Club Favorit - Court 5","Tennis club ""Favourite"""
"Central Court","Arena Chisinau Tennis Club"
"Court 1","Arena Chisinau Tennis Club"
"Court 2","Arena Chisinau Tennis Club"
"Court 4","Arena Chisinau Tennis Club"
"Court 3","Arena Chisinau Tennis Club"
"Indoor 1","Arena Chisinau Tennis Club"
"Indoor 2","Arena Chisinau Tennis Club"
"Indoor 5","Arena Chisinau Tennis Club"
"Court 01","University of Alabama Tennis Stadium"
"Court 05","University of Alabama Tennis Stadium"
"Court 06","University of Alabama Tennis Stadium"
"Court 02","University of Alabama Tennis Stadium"
"University of Alabama Tennis Stadium - Court 03","University of Alabama Tennis Stadium"
"Atkins Tennis Center Indoor - Indoor 2","Atkins Tennis Center Indoor"
"Atkins Tennis Center Indoor - Indoor 4","Atkins Tennis Center Indoor"
"Atkins Tennis Center Indoor - Indoor 3","Atkins Tennis Center Indoor"
"Atkins Tennis Center Indoor - Indoor 1","Atkins Tennis Center Indoor"
"Goodfriend Tennis Center - Court 02","Goodfriend Tennis Center"
"Goodfriend Tennis Center - Court 01","Goodfriend Tennis Center"
"Goodfriend Tennis Center - Court 03","Goodfriend Tennis Center"
"Goodfriend Tennis Center - Court 05","Goodfriend Tennis Center"
"Goodfriend Tennis Center - Court 04","Goodfriend Tennis Center"
"Goodfriend Tennis Center - Court 06","Goodfriend Tennis Center"
"TC Empire Trnava - Court 8","TC Empire Trnava"
"TC Empire Trnava - Court 7","TC Empire Trnava"
"TC Empire Trnava - Court 5","TC Empire Trnava"
"TC Empire Trnava - Court 4","TC Empire Trnava"
"TC EMPIRE TRNAVA - Court 9","TC Empire Trnava"
"Court 1","TC Blau-Gelb Bad Rappenau"
"Court 2","TC Blau-Gelb Bad Rappenau"
"Hoertkorn Court","TC Blau-Gelb Bad Rappenau"
"Center Court","Tenis Centar Makarska Lukas Sport"
"Court 1","Tenis Centar Makarska Lukas Sport"
"Court 2","Tenis Centar Makarska Lukas Sport"
"Aforza - Court 07","Glenmore Athletic Park"
"Aforza - Court 08","Glenmore Athletic Park"
"Tennis Club Jug - Court 05","Tennis Club Jug"
"Tennis Club Jug - Court 06","Tennis Club Jug"
"Tennis Club Jug - Court 08","Tennis Club Jug"
"Tennis Club Jug - Court 01","Tennis Club Jug"
"Tennis Club Jug - Court 07","Tennis Club Jug"
"Fukui Sports Park - Court 1","Fukui Sports Park"
"Fukui Sports Park - Court 2","Fukui Sports Park"
"Fukui Sports Park - Court 3","Fukui Sports Park"
"Nudgee Grammar - Court 1","Nudgee Grammar"
"Nudgee Grammar - Court 2","Nudgee Grammar"
"Nudgee Grammar - Court 3","Nudgee Grammar"
"Nudgee Grammar - Court 4","Nudgee Grammar"
"Nudgee College - Court 6","Nudgee Grammar"
"Nudgee College - Court 5","Nudgee Grammar"
"Wimbledon Tennis and Pickleball Club - Court 3","Wimbledon Tennis and Pickleball Club"
"Wimbledon Tennis and Pickleball Club - Court 2","Wimbledon Tennis and Pickleball Club"
"Wimbledon Tennis and Pickleball Club - Court 4","Wimbledon Tennis and Pickleball Club"
"Umag - ATP STADIUM GORAN IVANISEVIC - Stadium Goran Ivanisev","ATP Stadium Goran Ivanisevic"
"Umag - ATP STADIUM GORAN IVANISEVIC - Studenac Arena","ATP Stadium Goran Ivanisevic"
"Umag - ATP STADIUM GORAN IVANISEVIC - Court Nr.1","ATP Stadium Goran Ivanisevic"
"Centre Court","Eemslag Tennis and Padel Bunschoten"
"Court 1","Eemslag Tennis and Padel Bunschoten"
"Court 3","Eemslag Tennis and Padel Bunschoten"
"The Grand Slam Club","Eemslag Tennis and Padel Bunschoten"
"The Indian Maharadja","Eemslag Tennis and Padel Bunschoten"
"The KNLTB","Eemslag Tennis and Padel Bunschoten"
"Court 1","Circolo Antico Tiro a Volo"
"Court 2","Circolo Antico Tiro a Volo"
"Michael and Anne Greenwood Tennis Center - Court 01","Michael and Anne Greenwood Tennis Center"
"Michael and Anne Greenwood Tennis Center - Court 02","Michael and Anne Greenwood Tennis Center"
"Michael and Anne Greenwood Tennis Center - Court 03","Michael and Anne Greenwood Tennis Center"
"Michael and Anne Greenwood Tennis Center - Court 04","Michael and Anne Greenwood Tennis Center"
"Churchie Grammar - Court 1","Churchie Grammar"
"Churchie Grammar - Court 2","Churchie Grammar"
"Churchie Grammar - Court 3","Churchie Grammar"
"Churchie Grammar - Court 4","Churchie Grammar"
"Churchie Grammar - Court 6","Churchie Grammar"
"Churchie Grammar - Court 5","Churchie Grammar"
"TG Nord Dusseldorf e.V. - Court 01","TG Nord Dusseldorf e.V."
"TG Nord Dusseldorf e.V. - Court 04","TG Nord Dusseldorf e.V."
"TG Nord Dusseldorf e.V. - Court 06","TG Nord Dusseldorf e.V."
"TG Nord Dusseldorf e.V. - Court 02","TG Nord Dusseldorf e.V."
"TG Nord Dusseldorf e.V. - Court 03","TG Nord Dusseldorf e.V."
"Center Court","Fiera de Levante"
"Court 1","Fiera de Levante"
"Jim and Nell Hawkins Indoor Tennis Center - Court 1","Jim and Nell Hawkins Indoor Tennis Center"
"Jim and Nell Hawkins Indoor Tennis Center - Court 3","Jim and Nell Hawkins Indoor Tennis Center"
"Jim and Nell Hawkins Indoor Tennis Center - Court 2","Jim and Nell Hawkins Indoor Tennis Center"
"Jim and Nell Hawkins Indoor Tennis Center - Court 4","Jim and Nell Hawkins Indoor Tennis Center"
"Platzmann Centre Court","TC Rot Weiss Hagen"
"Mark-E Power Court","TC Rot Weiss Hagen"
"Wolf Stadium Court","TC Rot Weiss Hagen"
"Court 5","TC Rot Weiss Hagen"
"TENNISGESELLSCHAFT ROT-WEISS Monchengladbach - Court 9","TENNISGESELLSCHAFT ROT-WEISS Monchengladbach"
"TENNISGESELLSCHAFT ROT-WEISS Monchengladbach - Court 4","TENNISGESELLSCHAFT ROT-WEISS Monchengladbach"
"TENNISGESELLSCHAFT ROT-WEISS Monchengladbach - Court 5","TENNISGESELLSCHAFT ROT-WEISS Monchengladbach"
"TENNISGESELLSCHAFT ROT-WEISS Monchengladbach - Court 10","TENNISGESELLSCHAFT ROT-WEISS Monchengladbach"
"TENNISGESELLSCHAFT ROT-WEISS Monchengladbach - Court 8","TENNISGESELLSCHAFT ROT-WEISS Monchengladbach"
"Centre Court","TC Blau-Gelb Bonn-Beuel"
"Court 2","TC Blau-Gelb Bonn-Beuel"
"Match Court 2","TC Blau-Gelb Bonn-Beuel"
"Match Court 3","TC Blau-Gelb Bonn-Beuel"
"Burrows-Burleson Tennis Center - Court 1","Burrows-Burleson Tennis Center"
"Burrows-Burleson Tennis Center - Court 2","Burrows-Burleson Tennis Center"
"Burrows-Burleson Tennis Center - Court 3","Burrows-Burleson Tennis Center"
"Burrows-Burleson Tennis Center - Court 4","Burrows-Burleson Tennis Center"
"Burrows-Burleson Tennis Center - Court 5","Burrows-Burleson Tennis Center"
"Burrows-Burleson Tennis Center - Court 6","Burrows-Burleson Tennis Center"
"Dan Magill Tennis Complex - Court 01","Dan Magill Tennis Complex"
"Dan Magill Tennis Complex - Court 02","Dan Magill Tennis Complex"
"Dan Magill Tennis Complex - Court 03","Dan Magill Tennis Complex"
"Dan Magill Tennis Complex - Court 04","Dan Magill Tennis Complex"
"Dan Magill Tennis Complex - Court 05","Dan Magill Tennis Complex"
"Dan Magill Tennis Complex - Court 06","Dan Magill Tennis Complex"
"Halton-Wagner Tennis Complex - Court 1","Halton-Wagner Tennis Complex"
"Halton-Wagner Tennis Complex - Court 2","Halton-Wagner Tennis Complex"
"Halton-Wagner Tennis Complex - Court 3","Halton-Wagner Tennis Complex"
"Halton-Wagner Tennis Complex - Court 7","Halton-Wagner Tennis Complex"
"Halton-Wagner Tennis Complex - Court 8","Halton-Wagner Tennis Complex"
"Halton-Wagner Tennis Complex - Court 9","Halton-Wagner Tennis Complex"
"Skip and Cindy Hogan Tennis Center at USD - Court 1","Skip and Cindy Hogan Tennis Center"
"Skip and Cindy Hogan Tennis Center at USD - Court 2","Skip and Cindy Hogan Tennis Center"
"Skip and Cindy Hogan Tennis Center at USD - Court 3","Skip and Cindy Hogan Tennis Center"
"Skip and Cindy Hogan Tennis Center at USD - Court 5","Skip and Cindy Hogan Tennis Center"
"Skip and Cindy Hogan Tennis Center at USD - Court 6","Skip and Cindy Hogan Tennis Center"
"Skip and Cindy Hogan Tennis Center at USD - Court 7","Skip and Cindy Hogan Tennis Center"
"Skip and Cindy Hogan Tennis Center at USD - Court 4","Skip and Cindy Hogan Tennis Center"
"Stadium","Nautica Entertainment Complex"
"Court 1","Nautica Entertainment Complex"
"Court 2","Nautica Entertainment Complex"
"Queens Park - Court 2","Queens Park"
"Queens Park - Court 6","Queens Park"
"Queens Park - Court 8","Queens Park"
"Queens Park - Court 1","Queens Park"
"Queens Park - Court 3","Queens Park"
"Queens Park - Court 7","Queens Park"
